sen_measurement2,sen_measurement3,sen_measurement4,sen_measurement8,sen_measurement9,sen_measurement11,sen_measurement13,sen_measurement17,RUL
643.04,1591.29,1420.23,2388.19,9052.97,47.61,2388.14,394,58
643.28,1593.74,1414.38,2388.17,9057.66,47.71,2388.18,393,57
643.25,1593.71,1407.04,2388.23,9049.19,47.77,2388.19,394,56
642.01,1598.78,1424.98,2388.15,9049.33,48.11,2388.19,394,55
643.33,1589.02,1415.81,2388.18,9043.97,47.8,2388.17,393,54
643.33,1593.75,1419.98,2388.19,9053.98,48.0,2388.15,393,53
643.15,1601.27,1414.04,2388.22,9052.52,47.88,2388.16,394,52
642.67,1592.25,1422.17,2388.17,9049.3,47.66,2388.23,396,51
642.96,1594.68,1417.7,2388.2,9051.77,47.81,2388.2,395,50
643.04,1598.78,1419.46,2388.13,9058.47,47.79,2388.18,394,49
642.98,1593.36,1420.52,2388.22,9054.41,47.72,2388.2,395,48
643.17,1591.02,1422.19,2388.2,9059.25,47.7,2388.15,395,47
643.54,1600.27,1420.62,2388.15,9050.95,48.09,2388.28,395,46
642.97,1589.44,1418.95,2388.17,9049.65,47.85,2388.17,394,45
642.99,1597.79,1419.33,2388.19,9054.85,47.72,2388.24,393,44
642.99,1597.85,1416.2,2388.15,9061.69,47.91,2388.19,394,43
642.74,1595.93,1416.88,2388.18,9046.03,47.74,2388.16,394,42
642.96,1595.06,1421.14,2388.23,9053.41,47.83,2388.2,394,41
643.57,1599.03,1422.58,2388.21,9059.45,47.87,2388.26,393,40
642.92,1593.47,1419.34,2388.16,9048.99,47.77,2388.21,396,39
643.25,1597.52,1413.79,2388.19,9051.91,47.89,2388.18,394,38
642.68,1601.77,1420.57,2388.17,9051.07,47.89,2388.25,395,37
643.71,1598.1,1426.12,2388.17,9055.06,47.87,2388.21,393,36
642.86,1590.29,1419.77,2388.19,9046.47,47.98,2388.2,393,35
643.38,1601.2,1417.07,2388.23,9055.46,48.13,2388.22,394,34
643.4,1595.1,1421.66,2388.21,9048.21,47.75,2388.21,394,33
643.29,1598.2,1420.68,2388.18,9054.65,47.89,2388.18,396,32
643.41,1594.27,1413.11,2388.17,9051.89,47.97,2388.28,395,31
643.24,1594.38,1423.18,2388.23,9045.53,47.82,2388.24,396,30
642.42,1601.53,1423.96,2388.21,9054.08,48.01,2388.21,394,29
643.58,1601.39,1427.07,2388.23,9053.42,47.96,2388.24,396,28
643.39,1599.12,1420.89,2388.22,9048.54,47.89,2388.24,394,27
643.32,1593.38,1425.5,2388.21,9057.61,47.73,2388.18,395,26
643.54,1595.27,1424.82,2388.27,9052.01,48.07,2388.18,395,25
642.89,1596.92,1421.42,2388.27,9056.04,47.82,2388.2,395,24
643.54,1593.69,1429.86,2388.26,9055.34,48.05,2388.19,395,23
643.41,1588.2,1424.63,2388.25,9049.26,48.0,2388.22,395,22
642.81,1603.11,1426.74,2388.24,9047.9,47.93,2388.28,395,21
643.47,1595.84,1425.06,2388.25,9055.33,48.12,2388.29,396,20
643.41,1598.99,1421.32,2388.24,9048.13,47.93,2388.23,396,19
643.35,1591.58,1424.75,2388.2,9045.56,48.03,2388.24,395,18
643.21,1598.22,1424.06,2388.24,9050.96,48.04,2388.19,395,17
643.07,1602.11,1425.51,2388.23,9048.35,47.93,2388.26,396,16
643.68,1598.32,1424.53,2388.19,9051.5,48.2,2388.25,395,15
643.21,1593.09,1428.84,2388.2,9049.87,47.99,2388.2,395,14
644.01,1599.39,1427.39,2388.24,9047.86,48.02,2388.26,395,13
643.97,1595.22,1433.35,2388.29,9048.68,48.08,2388.27,395,12
643.35,1603.94,1419.29,2388.27,9047.09,48.08,2388.26,396,11
643.7,1597.49,1430.44,2388.29,9050.33,47.96,2388.24,396,10
643.74,1597.59,1432.84,2388.25,9048.53,48.05,2388.24,396,9
644.09,1605.55,1430.49,2388.22,9047.42,48.15,2388.3,395,8
643.17,1605.28,1426.94,2388.22,9048.35,48.1,2388.34,395,7
643.23,1604.36,1437.76,2388.34,9053.54,48.13,2388.3,397,6
643.69,1599.09,1424.88,2388.32,9041.87,48.33,2388.24,396,5
643.24,1597.17,1424.12,2388.28,9048.47,48.17,2388.29,396,4
643.32,1600.04,1423.58,2388.27,9044.85,48.24,2388.26,395,3
643.52,1595.04,1426.85,2388.27,9044.93,48.16,2388.27,395,2
643.85,1597.98,1431.21,2388.29,9049.01,48.21,2388.34,396,1
644.17,1597.74,1427.31,2388.35,9044.88,48.18,2388.34,396,0
642.0,1587.7,1393.24,2387.91,9049.26,47.0,2387.97,392,204
641.59,1575.66,1385.84,2387.89,9056.26,46.98,2387.95,390,203
642.42,1575.75,1393.83,2387.94,9044.68,47.15,2387.95,390,202
642.08,1580.98,1390.16,2387.88,9041.54,47.06,2387.98,391,201
641.93,1579.08,1391.43,2387.93,9051.18,46.98,2387.97,389,200
642.1,1576.97,1398.36,2387.91,9045.79,47.21,2387.9,391,199
641.6,1586.06,1390.24,2387.99,9053.02,47.13,2387.99,390,198
641.54,1584.91,1388.89,2387.89,9048.7,47.1,2387.91,391,197
642.83,1585.88,1394.94,2387.93,9053.18,47.09,2387.94,390,196
641.65,1584.24,1393.66,2387.97,9042.27,47.03,2387.96,390,195
642.13,1570.76,1393.88,2388.01,9049.35,47.19,2387.95,391,194
642.34,1580.7,1393.11,2388.0,9051.51,47.12,2387.92,391,193
641.71,1584.47,1389.12,2387.91,9047.66,47.09,2387.98,390,192
642.02,1581.58,1392.82,2387.99,9046.74,47.22,2387.97,391,191
641.84,1577.0,1396.2,2387.91,9050.24,47.1,2387.95,391,190
642.21,1580.96,1398.47,2387.9,9043.81,47.1,2387.94,392,189
641.63,1585.2,1399.5,2387.95,9042.68,47.09,2387.97,391,188
641.42,1576.85,1386.37,2387.88,9046.8,47.16,2387.95,390,187
641.55,1583.21,1389.75,2387.96,9042.17,47.09,2387.91,393,186
642.1,1587.36,1393.95,2387.95,9051.93,47.14,2387.9,390,185
641.86,1576.69,1391.09,2387.93,9041.36,47.03,2387.96,391,184
642.55,1581.7,1392.1,2387.92,9048.91,47.07,2387.99,392,183
642.02,1579.23,1389.67,2387.92,9042.36,46.96,2387.95,390,182
641.48,1579.84,1389.09,2387.94,9043.5,47.17,2387.98,389,181
641.99,1580.11,1392.89,2387.95,9049.82,47.04,2387.97,392,180
641.71,1580.36,1393.6,2387.92,9048.11,47.19,2387.93,392,179
641.94,1582.45,1393.17,2387.92,9045.95,47.08,2387.95,390,178
642.18,1588.46,1396.78,2387.95,9048.15,47.1,2387.96,392,177
641.89,1579.98,1396.01,2387.9,9046.94,47.06,2387.97,390,176
641.86,1585.73,1395.94,2387.92,9050.48,47.14,2387.94,389,175
641.56,1579.39,1391.69,2387.91,9055.57,47.01,2387.95,390,174
641.98,1582.3,1394.62,2387.97,9043.86,47.08,2387.98,389,173
642.33,1584.07,1393.95,2387.94,9044.84,47.16,2387.94,390,172
642.23,1581.28,1389.07,2387.95,9042.13,47.05,2387.95,391,171
642.19,1577.56,1403.67,2387.95,9041.03,47.02,2387.97,391,170
641.87,1589.4,1392.24,2387.91,9048.14,46.99,2387.92,390,169
641.64,1590.99,1391.51,2387.96,9042.29,47.15,2387.92,390,168
641.97,1576.38,1395.0,2387.97,9046.91,46.98,2387.98,390,167
642.36,1583.14,1391.48,2387.98,9050.59,46.98,2387.91,389,166
642.03,1580.19,1395.74,2387.99,9049.99,47.06,2387.97,391,165
641.76,1583.77,1393.44,2387.96,9048.17,47.0,2387.96,392,164
642.01,1580.14,1387.85,2387.9,9049.24,47.02,2387.95,392,163
642.37,1572.88,1395.46,2387.95,9048.34,47.07,2387.97,391,162
642.24,1586.92,1391.77,2387.92,9038.55,47.11,2387.92,391,161
642.21,1579.13,1394.21,2387.97,9043.63,47.07,2388.0,392,160
641.68,1584.13,1401.91,2387.93,9046.2,47.12,2387.97,391,159
641.68,1574.19,1398.17,2387.95,9047.32,46.83,2387.94,390,158
642.57,1582.09,1395.36,2387.93,9053.03,47.04,2387.97,392,157
642.25,1584.71,1393.82,2387.93,9047.19,46.96,2387.94,391,156
642.17,1586.59,1398.44,2387.99,9042.77,47.23,2387.97,391,155
642.27,1587.88,1395.6,2387.97,9041.03,46.91,2387.93,391,154
642.4,1578.13,1393.42,2387.97,9051.93,47.06,2387.99,392,153
641.72,1588.41,1391.46,2387.99,9046.04,47.07,2387.93,388,152
641.84,1583.75,1393.18,2387.94,9051.53,47.08,2387.93,391,151
642.11,1578.61,1390.6,2387.99,9047.64,46.91,2387.93,391,150
642.03,1583.53,1395.31,2387.93,9046.75,47.24,2387.94,391,149
642.4,1583.53,1396.58,2387.94,9046.08,47.28,2387.89,391,148
641.62,1585.57,1391.2,2387.99,9055.71,46.81,2387.93,390,147
641.81,1579.54,1392.59,2387.9,9050.95,47.12,2387.94,390,146
642.06,1575.27,1388.46,2387.96,9049.02,47.09,2387.97,392,145
641.94,1575.39,1391.41,2387.97,9052.32,47.11,2387.95,394,144
642.03,1579.21,1395.74,2387.96,9051.39,46.93,2387.95,391,143
642.0,1581.01,1397.23,2387.9,9041.84,47.04,2387.96,392,142
641.99,1585.3,1390.91,2387.97,9041.14,47.19,2387.97,390,141
641.71,1575.9,1394.59,2387.96,9052.45,46.92,2387.96,392,140
641.58,1574.89,1392.3,2387.97,9048.62,46.94,2387.96,391,139
641.93,1583.58,1393.63,2387.89,9054.71,46.89,2387.94,390,138
641.71,1585.45,1390.82,2387.93,9044.66,47.16,2387.94,392,137
642.21,1589.33,1394.24,2387.96,9052.34,47.09,2387.95,392,136
642.69,1581.4,1393.61,2387.94,9048.27,47.06,2387.96,393,135
642.18,1579.34,1394.16,2387.94,9042.84,47.13,2387.94,392,134
642.39,1577.31,1389.57,2387.96,9050.22,47.06,2387.95,390,133
641.98,1580.23,1387.84,2387.93,9049.44,47.1,2387.96,390,132
640.84,1586.96,1392.95,2387.92,9054.61,47.04,2387.95,391,131
642.06,1581.85,1395.81,2387.94,9053.96,47.32,2387.96,391,130
641.91,1578.66,1398.31,2387.93,9053.29,47.09,2387.98,389,129
642.07,1583.94,1393.04,2387.97,9051.03,47.14,2387.95,390,128
641.92,1584.67,1391.47,2387.94,9051.76,47.17,2387.99,391,127
641.76,1585.49,1397.06,2387.97,9051.02,47.02,2387.96,390,126
641.99,1575.1,1394.94,2387.94,9047.14,47.06,2387.96,391,125
641.76,1586.29,1392.47,2387.93,9056.22,47.12,2387.98,390,124
642.13,1582.0,1390.08,2387.98,9045.83,47.11,2387.95,391,123
641.29,1581.29,1392.47,2387.98,9047.97,47.05,2387.94,390,122
642.03,1584.63,1395.76,2387.95,9055.54,47.21,2387.97,390,121
641.85,1578.72,1396.01,2387.97,9038.41,47.11,2387.94,390,120
642.35,1574.13,1392.15,2388.01,9052.43,46.95,2388.04,393,119
642.17,1581.03,1390.83,2388.0,9044.22,47.17,2387.98,393,118
641.93,1577.14,1398.86,2387.93,9052.67,47.08,2387.95,392,117
641.89,1575.64,1398.72,2387.99,9056.38,46.98,2387.98,390,116
641.55,1580.9,1397.94,2387.99,9054.84,46.93,2388.0,392,115
641.87,1581.32,1387.56,2387.93,9054.23,47.05,2387.96,394,114
641.78,1586.62,1396.73,2387.98,9055.67,47.15,2387.98,390,113
641.75,1586.24,1390.36,2388.01,9060.41,47.18,2387.98,390,112
641.7,1584.44,1401.39,2387.98,9052.37,47.22,2387.92,389,111
641.63,1579.62,1393.88,2387.96,9055.85,47.06,2387.97,391,110
641.66,1586.65,1390.12,2388.02,9045.45,47.07,2387.95,392,109
642.18,1583.46,1394.35,2388.0,9054.44,47.1,2387.98,392,108
642.3,1587.37,1397.37,2387.97,9050.06,47.04,2387.98,391,107
642.83,1580.54,1395.06,2387.98,9055.04,47.13,2387.98,390,106
641.68,1575.69,1395.06,2387.93,9054.91,47.22,2388.0,392,105
642.81,1583.93,1399.66,2388.02,9058.55,47.08,2388.03,391,104
641.99,1586.71,1399.07,2387.99,9050.37,47.15,2388.03,391,103
641.76,1577.4,1397.7,2387.97,9056.0,47.14,2388.01,391,102
641.53,1584.15,1403.59,2387.99,9051.47,47.05,2387.97,391,101
641.33,1583.6,1399.24,2387.96,9050.48,47.21,2388.08,392,100
642.19,1581.2,1397.35,2387.95,9052.14,47.26,2387.97,390,99
642.25,1581.99,1402.85,2388.06,9055.62,47.14,2387.99,392,98
642.17,1581.69,1390.24,2387.99,9058.4,47.1,2388.0,391,97
642.37,1584.04,1391.89,2387.99,9057.33,47.13,2388.01,391,96
642.19,1592.37,1394.69,2387.98,9044.67,47.13,2387.96,392,95
642.27,1571.66,1391.83,2388.03,9051.53,47.2,2388.02,391,94
642.43,1583.24,1394.35,2387.94,9051.97,47.15,2387.98,393,93
642.19,1582.36,1396.59,2387.98,9061.58,47.06,2387.98,390,92
642.53,1588.82,1398.99,2387.98,9055.48,47.18,2388.01,391,91
642.05,1585.07,1400.61,2388.02,9057.44,47.08,2387.99,391,90
642.11,1580.59,1395.45,2387.97,9060.67,47.22,2387.93,391,89
641.75,1584.26,1402.38,2388.01,9049.22,47.11,2388.03,392,88
642.01,1579.58,1401.77,2387.96,9050.16,47.14,2388.04,391,87
642.13,1574.8,1392.12,2388.0,9058.5,47.06,2387.99,393,86
641.94,1585.08,1394.16,2388.05,9059.63,47.09,2388.06,393,85
642.16,1585.53,1395.9,2388.01,9057.18,47.24,2387.98,391,84
642.29,1579.28,1397.13,2388.02,9054.51,47.14,2388.05,391,83
642.28,1581.86,1393.17,2388.06,9055.64,47.21,2388.0,392,82
642.42,1585.75,1396.36,2388.0,9052.88,47.29,2388.01,390,81
641.59,1583.99,1395.1,2388.01,9059.19,47.23,2388.08,390,80
642.06,1585.06,1401.98,2388.01,9054.05,47.2,2387.97,392,79
641.84,1585.4,1393.42,2388.0,9057.52,47.08,2388.03,393,78
642.24,1578.34,1395.27,2387.94,9059.94,47.23,2388.0,392,77
642.04,1582.38,1399.47,2388.0,9062.89,47.23,2388.04,393,76
641.81,1583.54,1395.29,2388.08,9057.22,47.27,2388.01,392,75
642.21,1581.54,1401.08,2387.99,9062.43,47.23,2387.97,393,74
641.85,1580.91,1392.67,2388.02,9058.52,47.11,2388.05,392,73
642.13,1587.02,1396.54,2388.06,9060.96,47.31,2387.98,391,72
641.81,1584.73,1398.0,2388.07,9059.0,47.34,2388.04,393,71
641.89,1580.67,1396.2,2387.97,9062.25,47.2,2388.1,392,70
641.86,1588.03,1395.22,2388.0,9065.95,47.41,2387.99,392,69
642.11,1586.28,1398.32,2388.08,9067.02,47.29,2388.03,392,68
642.48,1582.62,1400.74,2388.04,9056.43,47.3,2388.04,391,67
641.99,1576.37,1394.99,2388.0,9060.55,47.21,2388.1,393,66
642.11,1589.04,1401.93,2387.99,9069.55,47.25,2388.05,392,65
642.45,1583.64,1398.43,2388.05,9060.0,47.3,2388.04,391,64
642.29,1583.33,1397.8,2388.02,9068.29,47.09,2388.03,390,63
642.62,1585.8,1401.6,2388.08,9070.38,47.38,2388.07,394,62
642.01,1582.75,1398.16,2388.02,9061.85,47.15,2388.04,392,61
642.44,1585.39,1404.1,2388.03,9061.71,47.28,2388.06,393,60
642.47,1578.17,1404.79,2388.02,9067.4,47.16,2388.04,393,59
642.42,1580.2,1405.76,2388.04,9060.39,47.26,2388.09,391,58
642.06,1587.85,1402.17,2388.07,9056.62,47.39,2388.02,392,57
642.6,1579.45,1400.0,2388.09,9060.67,47.24,2388.03,392,56
642.57,1583.91,1403.37,2388.01,9073.98,47.2,2388.03,392,55
641.99,1591.15,1400.98,2388.06,9060.24,47.42,2388.14,393,54
642.29,1588.2,1399.79,2388.08,9063.19,47.19,2388.11,394,53
642.1,1589.89,1401.02,2388.07,9059.28,47.18,2388.06,391,52
642.1,1589.4,1395.56,2388.07,9060.0,47.4,2388.11,393,51
642.03,1579.44,1405.15,2388.1,9071.97,47.32,2388.09,392,50
642.15,1589.63,1404.54,2388.08,9068.5,47.34,2388.09,392,49
642.55,1581.93,1403.6,2388.15,9068.1,47.27,2388.15,392,48
642.47,1591.56,1395.87,2388.15,9069.04,47.45,2388.06,392,47
642.15,1592.5,1405.25,2388.08,9063.38,47.4,2388.16,392,46
642.67,1585.04,1402.23,2388.08,9068.08,47.34,2388.16,392,45
641.9,1590.3,1401.79,2388.11,9073.05,47.36,2388.13,393,44
642.37,1590.85,1405.73,2388.16,9062.72,47.36,2388.19,392,43
642.8,1590.84,1400.28,2388.11,9075.1,47.3,2388.15,392,42
642.45,1593.21,1399.92,2388.16,9073.87,47.6,2388.14,392,41
642.25,1585.1,1404.74,2388.13,9077.05,47.38,2388.12,391,40
642.88,1582.14,1410.4,2388.1,9071.64,47.56,2388.14,392,39
642.73,1588.97,1403.07,2388.2,9074.2,47.32,2388.13,395,38
643.15,1589.48,1397.78,2388.14,9077.18,47.22,2388.12,393,37
642.52,1586.9,1404.45,2388.18,9075.82,47.39,2388.17,393,36
642.36,1596.34,1409.09,2388.2,9077.66,47.47,2388.11,393,35
642.84,1592.68,1405.25,2388.14,9081.23,47.44,2388.19,393,34
642.3,1592.78,1406.01,2388.21,9077.25,47.62,2388.18,393,33
642.22,1592.51,1400.43,2388.18,9087.08,47.51,2388.21,393,32
642.58,1585.79,1406.11,2388.24,9075.96,47.48,2388.18,394,31
641.97,1596.36,1401.87,2388.13,9087.87,47.62,2388.15,394,30
642.11,1596.28,1412.57,2388.19,9086.3,47.45,2388.2,394,29
642.43,1596.98,1406.32,2388.2,9077.29,47.62,2388.3,394,28
642.6,1586.04,1407.4,2388.17,9084.1,47.34,2388.21,393,27
642.71,1588.73,1412.16,2388.24,9082.68,47.6,2388.26,395,26
642.45,1592.56,1408.96,2388.21,9084.11,47.68,2388.23,394,25
642.67,1596.88,1410.36,2388.26,9085.92,47.89,2388.27,394,24
642.42,1596.72,1402.2,2388.27,9097.85,47.67,2388.25,393,23
642.41,1589.72,1409.11,2388.23,9096.29,47.55,2388.25,394,22
642.73,1596.93,1414.15,2388.3,9091.55,47.63,2388.3,394,21
642.67,1595.37,1413.6,2388.3,9098.7,47.69,2388.25,395,20
642.36,1592.99,1411.97,2388.29,9086.65,47.6,2388.28,393,19
642.53,1592.29,1418.75,2388.32,9093.25,47.62,2388.36,394,18
642.79,1594.96,1418.44,2388.24,9099.87,47.86,2388.33,394,17
643.01,1597.99,1411.95,2388.33,9092.02,47.65,2388.28,394,16
642.43,1598.79,1413.26,2388.32,9096.78,47.88,2388.35,396,15
643.16,1601.17,1421.38,2388.34,9093.32,47.67,2388.31,393,14
642.95,1597.77,1414.92,2388.32,9097.14,47.89,2388.35,396,13
643.29,1597.42,1416.9,2388.39,9104.52,47.79,2388.4,395,12
642.49,1604.5,1417.91,2388.34,9104.34,48.02,2388.41,394,11
643.48,1597.03,1425.68,2388.38,9105.27,47.9,2388.31,395,10
643.52,1602.24,1412.69,2388.39,9110.72,48.0,2388.44,396,9
643.57,1597.86,1417.06,2388.41,9105.64,48.11,2388.37,395,8
642.88,1605.03,1420.6,2388.44,9111.98,47.91,2388.4,397,7
642.58,1599.11,1423.91,2388.42,9112.46,48.03,2388.44,396,6
643.32,1599.35,1423.65,2388.44,9118.97,48.03,2388.46,395,5
643.29,1602.24,1423.92,2388.42,9113.24,48.09,2388.46,397,4
643.16,1603.11,1428.12,2388.56,9118.41,48.1,2388.52,396,3
643.75,1595.49,1426.0,2388.51,9111.81,48.21,2388.52,397,2
643.29,1605.68,1424.09,2388.49,9130.71,48.1,2388.53,397,1
643.7,1609.01,1436.23,2388.55,9121.59,48.2,2388.53,397,0
641.91,1580.76,1392.08,2387.95,9045.73,47.15,2387.98,391,203
642.23,1582.27,1389.33,2387.99,9048.28,47.03,2387.97,389,202
641.89,1579.23,1396.86,2387.95,9037.07,47.1,2387.96,390,201
641.91,1575.53,1391.85,2387.94,9050.49,47.19,2387.91,390,200
641.74,1578.67,1393.61,2387.97,9054.01,47.15,2387.99,390,199
642.49,1580.45,1396.44,2387.95,9047.02,47.02,2387.99,392,198
642.02,1585.96,1391.2,2387.96,9051.62,47.11,2387.99,390,197
641.87,1582.52,1391.31,2388.01,9047.08,47.14,2387.97,391,196
642.23,1582.08,1386.97,2387.94,9048.94,47.11,2387.95,391,195
642.45,1581.16,1392.29,2387.98,9049.89,46.97,2387.95,389,194
642.12,1580.38,1399.7,2387.96,9042.08,47.12,2388.0,390,193
641.71,1582.92,1396.16,2387.95,9052.76,47.06,2387.96,390,192
641.8,1584.9,1402.96,2387.94,9045.95,46.98,2387.9,391,191
642.16,1577.56,1390.09,2387.96,9045.12,47.04,2387.97,392,190
642.26,1586.15,1393.0,2387.94,9051.3,47.06,2387.92,391,189
642.25,1577.4,1393.56,2387.92,9049.24,47.12,2387.99,391,188
642.06,1577.8,1400.21,2387.99,9050.71,47.14,2388.04,390,187
642.58,1577.63,1389.01,2387.93,9052.56,47.07,2387.98,390,186
641.74,1578.83,1398.78,2387.98,9045.7,47.05,2387.98,390,185
642.72,1580.69,1392.51,2387.98,9046.97,46.99,2388.0,389,184
641.82,1576.54,1389.75,2388.0,9043.97,47.06,2388.0,393,183
641.56,1576.24,1392.03,2387.97,9054.0,46.94,2387.95,390,182
641.8,1584.75,1391.54,2387.93,9049.75,47.02,2387.91,391,181
641.78,1584.1,1395.62,2387.93,9044.23,47.12,2387.99,391,180
642.16,1583.13,1404.45,2388.01,9052.24,47.16,2387.98,390,179
641.93,1589.38,1392.91,2387.95,9046.85,47.09,2387.97,392,178
642.17,1579.37,1394.66,2387.99,9053.43,47.07,2387.97,390,177
642.1,1586.84,1391.59,2387.96,9053.83,47.14,2388.01,390,176
642.47,1582.3,1390.55,2387.98,9059.02,46.93,2387.97,391,175
642.04,1585.68,1397.66,2388.0,9046.02,47.02,2387.92,391,174
641.68,1584.4,1394.05,2387.94,9049.24,46.89,2387.96,391,173
641.85,1585.52,1400.0,2387.9,9051.93,47.03,2387.98,390,172
642.08,1583.24,1398.28,2387.96,9051.5,47.04,2387.98,393,171
642.08,1584.17,1394.75,2387.95,9054.67,47.14,2388.0,390,170
641.84,1576.87,1389.96,2388.01,9054.98,47.01,2388.01,391,169
642.48,1580.94,1391.7,2387.9,9047.34,47.01,2387.95,390,168
641.61,1584.33,1395.75,2388.0,9048.38,46.96,2387.93,390,167
642.48,1581.42,1395.47,2387.95,9044.05,47.0,2387.97,391,166
641.61,1586.19,1387.08,2387.9,9046.65,47.02,2387.96,391,165
641.85,1591.33,1393.86,2387.96,9046.05,46.75,2387.97,389,164
642.09,1575.21,1400.9,2387.93,9045.19,47.05,2388.01,391,163
641.58,1577.41,1391.2,2387.95,9045.92,47.11,2388.0,390,162
641.48,1578.36,1391.47,2387.94,9042.55,47.1,2387.94,391,161
642.34,1582.31,1390.81,2387.95,9044.73,47.08,2387.98,393,160
641.91,1579.34,1399.98,2387.97,9047.67,46.98,2387.96,391,159
641.46,1576.38,1391.51,2387.98,9055.0,47.19,2387.97,392,158
641.92,1585.72,1398.69,2388.02,9052.04,47.15,2387.97,391,157
642.23,1580.5,1387.66,2387.96,9048.44,47.08,2387.95,392,156
641.82,1584.9,1393.07,2387.95,9052.84,46.88,2387.99,389,155
642.51,1579.93,1398.07,2387.96,9048.92,46.98,2387.96,390,154
641.83,1581.46,1403.54,2387.96,9042.56,47.21,2387.95,390,153
642.03,1580.75,1393.36,2387.98,9049.58,47.08,2387.93,391,152
641.77,1584.43,1391.41,2387.98,9041.47,47.05,2387.97,392,151
641.89,1583.28,1393.91,2388.01,9050.3,47.22,2388.01,392,150
641.98,1578.27,1388.24,2387.97,9048.19,47.4,2388.01,390,149
641.86,1581.11,1394.05,2387.99,9049.39,47.01,2387.97,392,148
641.77,1580.49,1389.19,2387.94,9046.13,46.98,2388.05,390,147
641.9,1579.22,1388.58,2387.97,9049.31,46.84,2387.93,392,146
642.0,1576.48,1395.01,2388.0,9050.23,47.01,2387.97,392,145
642.02,1576.42,1399.64,2387.94,9050.3,46.87,2388.02,391,144
641.93,1586.48,1393.16,2387.9,9047.16,47.02,2387.92,391,143
642.07,1585.74,1395.89,2387.99,9053.91,46.93,2387.96,392,142
641.92,1587.29,1391.77,2387.97,9050.35,46.88,2388.0,392,141
642.06,1582.06,1395.79,2387.93,9052.3,47.04,2387.93,391,140
642.58,1583.35,1392.25,2387.98,9050.94,47.22,2387.96,392,139
642.43,1583.04,1389.7,2387.93,9047.92,47.09,2387.98,391,138
641.9,1582.57,1390.79,2387.92,9052.27,47.05,2387.98,392,137
642.29,1580.35,1388.59,2387.98,9056.73,46.89,2387.98,392,136
641.89,1581.74,1394.55,2388.0,9053.27,47.13,2388.02,391,135
641.61,1584.83,1394.23,2387.99,9047.44,47.08,2388.0,392,134
641.89,1581.09,1396.09,2387.98,9055.56,47.09,2387.99,390,133
641.76,1585.06,1397.99,2388.0,9054.09,46.97,2388.02,391,132
642.67,1579.18,1391.38,2388.0,9049.33,47.24,2387.94,390,131
641.82,1575.49,1396.6,2387.96,9050.67,47.05,2388.01,391,130
641.59,1581.7,1394.51,2387.98,9055.49,47.09,2387.98,390,129
641.8,1586.46,1398.96,2387.97,9045.88,47.16,2387.99,392,128
641.9,1587.66,1391.61,2387.99,9042.64,47.2,2387.95,391,127
642.48,1580.53,1394.4,2388.02,9048.76,47.16,2387.99,392,126
642.38,1582.8,1397.45,2387.94,9049.68,47.19,2387.96,390,125
642.3,1581.64,1388.19,2388.01,9044.47,47.17,2387.96,391,124
642.04,1587.2,1388.13,2387.96,9052.9,46.95,2387.95,391,123
642.45,1577.42,1389.29,2387.97,9049.41,47.16,2388.01,392,122
641.83,1583.6,1390.58,2388.01,9065.78,47.2,2387.98,392,121
642.0,1580.41,1397.41,2388.01,9050.56,47.11,2388.01,392,120
642.14,1585.25,1397.82,2388.01,9055.17,47.16,2387.97,392,119
641.8,1580.61,1396.42,2387.99,9056.8,47.0,2388.0,392,118
642.15,1581.96,1397.15,2387.98,9051.72,47.02,2387.94,391,117
642.67,1583.65,1393.97,2388.02,9052.38,47.18,2387.96,390,116
641.92,1588.51,1391.73,2388.05,9052.3,47.24,2388.0,391,115
642.43,1586.36,1394.04,2388.04,9046.67,47.18,2388.03,391,114
642.26,1589.55,1394.24,2387.99,9053.35,47.05,2387.96,391,113
641.28,1574.44,1385.65,2387.95,9048.25,47.25,2388.01,391,112
642.02,1582.22,1393.83,2387.97,9045.08,47.09,2387.99,391,111
642.41,1582.71,1395.33,2387.99,9048.41,47.2,2387.94,393,110
642.49,1588.6,1390.6,2387.97,9049.96,47.2,2388.03,392,109
642.29,1587.19,1394.32,2388.01,9052.73,47.01,2388.01,391,108
642.3,1579.75,1391.48,2388.05,9051.75,47.02,2388.09,392,107
642.45,1583.72,1394.58,2387.98,9048.08,46.98,2387.99,392,106
642.06,1576.75,1392.33,2387.95,9050.58,47.07,2387.97,390,105
642.28,1585.42,1394.67,2388.02,9050.91,47.08,2388.02,392,104
641.94,1588.13,1392.09,2388.03,9054.62,47.12,2387.97,390,103
642.44,1586.51,1402.96,2387.93,9059.17,47.1,2387.99,390,102
641.78,1578.27,1400.09,2388.04,9055.29,47.07,2388.0,392,101
641.99,1578.98,1395.38,2388.03,9050.62,47.01,2387.98,391,100
641.7,1578.08,1394.69,2387.98,9052.88,46.96,2387.98,391,99
641.88,1579.68,1399.39,2388.0,9058.61,47.16,2387.98,392,98
642.26,1583.47,1391.54,2388.0,9058.0,47.14,2388.04,392,97
642.39,1583.69,1403.13,2388.04,9056.44,46.98,2387.96,391,96
641.75,1580.71,1395.94,2388.0,9056.54,47.02,2388.05,391,95
641.92,1589.81,1395.73,2387.97,9055.06,47.06,2388.04,390,94
641.41,1580.12,1399.52,2387.97,9051.28,47.18,2387.99,392,93
642.17,1581.44,1396.32,2388.02,9062.79,47.19,2388.02,392,92
